id,first_name,last_name,alias,employeeNumber,creditCardNumber
979,Jerry,Moreno,jmorenor6,16-0421392,3532011523959987
980,Kelly,Lawson,,06-5977798,3589521674396054
981,Christopher,Snyder,csnyderr8,01-6505759,3546692211917058
982,Jeffrey,Burns,jburnsr9,,201889691584836
983,Kevin,Weaver,kweaverra,09-7181869,3576809999847363
984,Jason,Burns,,,344073370055966
985,Pamela,Allen,pallenrc,70-1360861,201966406184753
986,Jacqueline,Owens,jowensrd,96-9405424,3558657467362916
987,Frank,Powell,fpowellre,67-1039025,3587470307542787
988,Kevin,Bell,kbellrf,82-9524622,5602259245901148
989,Juan,Simpson,jsimpsonrg,,3571589906286393
990,Billy,Phillips,bphillipsrh,45-2055353,3581012804804066
991,Stephen,Foster,sfosterri,51-4178973,5100172429902583
992,Marie,Ortiz,mortizrj,,5602252069753635042
993,Laura,Owens,lowensrk,47-3172769,491157931493276784
994,Janice,Nguyen,jnguyenrl,39-0009721,3588038178411454
995,Carol,Lewis,,,5458734761777036
996,Martin,Peters,mpetersrn,27-2559811,4405546262929636
997,Margaret,Webb,,48-1833485,3585781158803827
998,Jean,Mitchell,jmitchellrp,79-8292897,3579687705997491
999,Rose,Freeman,,46-5825336,4017953341860149
1000,Anna,Jordan,ajordanrr,78-0884815,6376288241604887
